	docid	author	realname	pseudonym	gender	nationality	authordate	inferreddate	firstpub	latestcomp	allcopiesofwork	copiesin25yrs	enumcron	imprint	genres	subjects	category	shorttitle
882	inu.30000110613373	Kenneally, Christy						2009		2009	1	1		Dublin|Hachette Books Ire	Novel|Suspense fiction	Fiction|Flaherty, Michael		Tears of God
883	inu.39000005912279	Lang, Andrew					1844-1912.	1917		1912	1	1		New York;London;Longmans,	Juvenile audience|NotFict	Fairy tales		The elf maiden, and other stories from the fairy books;
884	nyp.33433082529615	Optic, Oliver					1822-1897.	1857		1857	3	2		Boston;Brown, Bazin;1857.	Juvenile audience|Fiction			Now or never : or, The adventures of Bobby Bright, a story for young folks
885	uc2.ark+=13960=t01z42s2c							1859		1859	1	1		New York;Gen. Prot. Episc				Coralie and Rosalie, the little sisters of charity
886	uc2.ark+=13960=t1rf5kn0t	Arthur, T. S. (Timothy Shay)					1809-1885.	1853		1853	2	2		Boston;L. Crown;1853.				The way to prosper
887	mdp.39015047837722	Djebar, Assia					1936-	1999		1999	1	1		New York|Seven Stories Pr	Fiction			So vast the prison
888	nyp.33433076059728	Quirk, Leslie W					b. 1882.	1919		1919	1	1		Boston;Little, Brown, and	Fiction			The boy scouts on crusade
889	uc1.b3688202	Hughes, Rupert					1872-1956.	1927		1927	1	1		New York|Grosset & Dunlap	Fiction			The patent leather kid and several others
890	mdp.39015061469188	Ethier-Blais, Jean						1991		1991	1	1		MontrÃ©al|VÃ©hicule Press|1	Short stories			White desert : stories
891	uiuo.ark+=13960=t7jq1gs3v	Edgeworth, Maria					1767-1849.	1812		1812	4	4	v.5	London;Printed for J. Joh	Fiction			Emilie de Coulanges.  The absentee
892	uc1.b3325334	Wedmore, Frederick, Sir					1844-1921.	1877		1877	3	3		London;Bentley;1877.	Fiction			Pastorals of France
893	uc1.b4281548	Nizan, Paul						1988		1988	2	2	copy 2	London|New York|Verso|198	Fiction			The conspiracy
894	uiuo.ark+=13960=t76t0xv5n	Bisset, Robert						1804		1804	3	3	v.3	London;Longman;1804.				Modern literature;
895	umn.31951002017392d							1801		1801	1	1		London;Reprinted for J. D	NotFiction			The Tooti nameh; or, Tales of a parrot, in the Persian language with an English translation
896	nyp.33433074879366	Hunt, Leigh					1784-1859.	1843		1843	3	3		London;Whittaker & Co.;18	NotFiction	Anecdotes		One hundred romances of real life;
897	wu.89078230232	Surtees, Robert Smith					1805-1864.	1871		1864	16	2		London;New York;G. Routle	Fiction|UnknownGenre|NotF	Fox hunting|Fox-hunting		Jorrocks's jaunts and jollities : the hunting, shooting, racing, driving, sailing, eccentric, and extravagant exploits of that renowned sporting citizen, Mr. John Jorrocks
898	uc2.ark+=13960=t1rf5km87	Butler, Ellis Parker					1869-1937.	1906		1906	5	5		New York;A. L. Burt co.;1	Fiction	American fiction		Pigs is pigs
899	mdp.39015025248355	Kenan, Randall						1992		1992	1	1		San Diego|Harcourt Brace 	Short stories|Fiction	Fiction|Short stories, Am		Let the dead bury their dead and other stories
900	uc2.ark+=13960=t7mp4zh20	Dumas, Alexandre					1802-1870.	1863		1863	1	1		Philadelphia;T. B. Peters		Wars of Liberation, 1813-		The conscript;
901	mdp.39015032082433	Hu, C.C						1994		1994	1	1		Singapore|Heinemann Asia|	Fiction	Ghost stories, English|Si		Silent cries from the dark
902	uc1.b3435560	Smith, Wilbur A						1968		1968	1	1		London|Heinemann|1968.	Fiction			Shout at the devil
903	uc2.ark+=13960=t75t3k50z	Eliot, George					1819-1880.	1886		1880	1	1	v.01	Boston;Estes and Lauriat;				The works of George Eliot
904	coo.31924013459379	Grant, James					1822-1887.	1857		1857	1	1		London;J. & C. Brown;1857	NotFiction			The highlanders of Glen Ora
905	nyp.33433075736722	Roscoe, Thomas					1791-1871.	1826		1826	2	2	v. 2	London;H. Colburn;1826.	Fiction|UnknownGenre	English fiction|German fi		K. F. Gottschalck;
906	uiuo.ark+=13960=t5j96rh1t	Pickering, Ellen					d. 1843.	1839		1839	4	4	v.2	London;T. & W. Boone;1839	NotFiction			The fright
907	uiuo.ark+=13960=t5t73084p	James, G. P. R. (George Payne Rainsford)					1801?-1860.	1829		1829	9	9	v.3	London;Henry Colburn;1829		Richelieu, Armand Jean du		Richelieu
908	mdp.39015062440535	RÄjavaá¹ƒÅ›Ä«, Lakshmaá¹‡a					1935-	1999		1999	1	1		Kathmandu|Laxman Rajbansh	Fiction			Shattered dreams and other stories
909	uc1.b251166	Harris, Miriam Coles					1834-1925.	1860		1860	6	5		New York;Derby & Jackson;	Fiction|UnknownGenre	American fiction		Rutledge
910	uiuo.ark+=13960=t75t49798	Wallace, Ellen						1848		1848	3	3	v.2	London;Bentley;1848.				Mr. Warrenne, the medical practitioner
911	uc1.b3561869	Eggleston, Edward					1837-1902.	1887		1887	4	2		New York;Century Co.;c188	Fiction|Biography|NotFict	Fiction|Lincoln, Abraham|		The Graysons; a story of Abraham Lincoln
912	mdp.39076002170442	Orton, Helen Fuller					1872-1955.	1925		1925	1	1		New York|Frederick A. Sto	Fiction	Juvenile fiction|Swine		The little lost pigs
913	nyp.33433074873286	Knowles, Robert Edward					b. 1868.	1908		1908	1	1		New York;Chicago [etc.;F.	Fiction			The web of time
914	mdp.39015030017753	Bojer, Johan					1872-1959.	1925		1925	2	2		New York|London|The Centu	Fiction			The emigrants
915	nyp.33433082529532	Optic, Oliver					1822-1897.	1868		1868	1	1		Boston;Lee and Shepard;18	Fiction			The starry flag; or, The young fisherman of Cape Ann
916	hvd.hwe3l9	Opie, Amelia Alderson					1769-1853.	1809		1809	7	7	v.4	London;Printed for Longma	Fiction			Simple tales
917	mdp.39015067663909	Pelton, Theodore						2006		2006	1	1		Buffalo, N.Y.|Starcherone	Fiction	Short stories, American		Endorsed by Jack Chapeau : 2 an even greater extent
918	mdp.39015070295814	Weber, Henry William					1783-1818,	1812		1812	1	1		Edinburgh;J. Ballantyne a	UnknownGenre	Voyages, Imaginary		Popular romances: consisting of imaginary voyages and travels
919	uc2.ark+=13960=t9959md8w	Elliott, E. S						1869		1869	1	1		Boston;New York;E.P. Dutt				I must keep the chimes going
920	uc1.b4954595							1969		1969	1	1		New York|Random House|196	NotFiction	Fiction		Dear John
921	nyp.33433075723407	Miss. Watson						1812		1812	6	6	v. 2	London;Printed by A. J. V	Fiction			Rosamund, countess of Clarenstein
922	inu.39000002079684	Ratnatunga, Manel						1979		1979	2	2		New Delhi|Sterling|1979.	NotFiction	Sri Lanka|Tales		Folk tales of Sri Lanka
923	mdp.39015000626559	Koestler, Arthur					1905-1983.	1946		1946	6	6		London|Macmillan & co., l	Fiction|NotFiction			Thieves in the night; chronicle of an experiment
924	uc1.32106011160972	Conrad, Joseph					1857-1924.	1924		1924	1	1	v.24	Garden City, N.Y.|Doubled	NotFiction			Complete works of Joseph Conrad
925	uc1.b3338160	Dautert, Erich					1901-	1937		1937	1	1		Bristol|Arrowsmith|1937	NotFiction	Seals (Animals)|Whaling|S		Big game in Antarctica
926	mdp.39015056670584	Acker, Kathy					1948-1997.	1995		1995	1	1		Edinburgh|San Francisco, 	Fiction			Pussycat fever
927	uc1.b4938181	Household, Geoffrey					1900-1988.	1980		1980	1	1		London|M. Joseph|c1980.	NotFiction	Fiction in English		The sending
928	uc2.ark+=13960=t58c9t94r	Murfree, Fanny Noailles Dickinson						1891		1891	3	3		Boston;New York;Houghton,				Felicia;
929	uc1.$b104986	Robertson, Constance Noyes						1938		1938	1	1		New York|Toronto|Farrar &	Fiction			Seek-no-further
930	mdp.39015063931243	Hofland, (Barbara), Mrs					1770-1844.	1815		1815	1	1		Philadelphia;M. Carey;181	NotFiction			Iwanowna; or, The maid of Moscow : a novel
931	mdp.39015063945649	Parker, Maude						1934		1934	1	1		Boston|New York|Houghton 	Fiction			Impersonation of a lady
932	mdp.39015034521842	Disch, Thomas M						1984		1984	1	1		New York|Harper & Row|c19	Fiction			The businessman : a tale of terror
933	uc2.ark+=13960=t46q1vv6t	Jacobs, W. W. (William Wymark)					1863-1943.	1919		1919	6	6		New York;C. Scribner's So	NotFiction			Deep waters
934	njp.32101069165379	Bury, Charlotte Campbell, Lady					1775-1861.	1826		1826	9	9	vol. 2	London;Saunders and Otley	Fiction			Alla giornata : or, To the day
935	uiuo.ark+=13960=t8qc0p18w	Sutherland, Alexander						1823		1823	4	4	v.2	London;A.K. Newman;1823.				Macrimmon
936	uc2.ark+=13960=t6nz82z9r	Bamford, Mary Ellen					1857-	1893		1893	1	1		Boston;D. Lothrop Company				Talks by queer folks
937	nnc1.1002393476							1842		1842	1	1	v.2	London;1842.	NotFiction			Trevor Hastinges; or, The battle of Tewkesbury;
938	mdp.39015064415188	Banim, John					1798-1842.	1828		1828	3	3	v.1	London;H. Colburn;1828.	NotFiction|War stories|Hi	Fiction|18th century|Hist		The croppy; a tale of 1798
939	nyp.33433076016843	Cooper, James Fenimore					1789-1851.	1859		1851	1	1	v. 30	New York;W. A. Townsend;1	NotFiction			Cooper's novels
940	uiuo.ark+=13960=t9c548401							1807		1807	1	1	v.4	London;Printed for Longma				Theodore
941	mdp.39015062626232	Rendell, Ruth					1930-	2005		2005	1	1		London|Hutchinson|2005.	Fiction|Detective and mys	England|Fiction|Kings Mar		End in tears
942	hvd.hwkd81	Lewis, M. G. (Matthew Gregory)					1775-1818.	1808		1808	3	3	v.1-2	London;Printed by D.N. Sh	Fiction	English literature|823L58		Mistrust; or, Blanche and Osbright.--The admiral Guarino.--King Rodrigo's fall.--Bertrand and Mary-Belle.--The lord of Falkenstein.--Sir Guy, the seeker
943	nyp.33433106908175	Pilgrim, David, pseud						1950		1950	1	1	---	London|Macmillan & Co. Lt	Fiction	Charles|Fiction|King of E		No common glory
944	nyp.33433076096506	Lytton, Edward Bulwer Lytton, Baron					1803-1873.	1842		1842	2	2		Leipzig;B. Tauchnitz;1842	Fiction			Eva : a true story of light and darkness ; The ill-omened marriage, other tales & poems ; and The pilgrims of the Rhine
945	mdp.39015043067647	BaragohÄÃ±i, NirupamÄ					1932-	1999		1999	1	1		New Delhi|Sahitya Akademi	NotFiction			Abhiyatri = One life many rivers
946	nyp.33433082529482	Abbott, Jane					b. 1881.	1919		1919	2	2		Philadelphia;London;J. B.				Larkspur
947	nyp.33433075729800	Edgeworth, Maria					1767-1849.	1806		1806	2	2	v. 2	London;Printed for J. Joh	Fiction	1792-1822|Shelley, Percy 		Leonora
948	osu.32435066780271	Diplomat					1897-1967.	1930		1930	1	1		New York|Jonathan Cape & 	Mystery fiction|Fiction	United States|Murder|Fict		Murder in the State department
949	mdp.39015041026827	Calloway, Kate					1957-	1997		1997	1	1		Tallahassee, Fla.|Naiad P	Fiction	Women detectives|Lesbians		2nd fiddle : a Cassidy James mystery
950	njp.32101067329647	Kelty, Mary Ann					1789-1873.	1823		1823	3	3	vol.1	London;Whittaker;1823.	NotFiction			Osmond; a tale
951	njp.32101068154408	Longfellow, Henry Wadsworth					1807-1882.	1866		1866	1	1	vol. 2	Boston;Ticknor & Fields;1	UnknownGenre			The prose works of Henry Wadsworth Longfellow
952	uc1.b4103265	Trollope, Anthony					1815-1882.	1860		1860	4	2		New York;Harper & Brother	Fiction|NotFiction			The three clerks : a novel
953	wu.89064313984	Wiesel, Elie					1928-	1998		1998	1	1		New York|Schocken Books|1	Fiction	Fiction|Holocaust, Jewish		The fifth son
954	mdp.39015035383887	Freeman, R. Austin (Richard Austin)					1862-1943.	1932		1932	1	1		New York|Dodd, Mead & com	Fiction			Dr. Thondyke's discovery
955	mdp.39015073376975	DiCarlo, Manny						1975		1975	1	1		Santee, Calif.|Surree Lim	Fiction	Gay men|Gay erotic litera		Rigid and ready
956	nyp.33433075747158							1826		1826	1	1	v. 1	London;J. Hatchard;1826.	Fiction	Jews|English fiction|Fict		Sephora; a Hebrew tale, descriptive of the country of Palestine, and of the manners and customs of the ancient Israelites
957	nyp.33433074959820	Derville, Leslie						1904		1904	1	1		New York;G.W. Dillingham 	Fiction			The other side of the story : a novel
958	mdp.39015060438713	Higginson, Thomas Wentworth					1823-1911.	1898		1898	4	4		London;Macmillan company;	NotFiction	Geographical myths|Legend		Tales of the enchanted islands of the Atlantic
959	uiuo.ark+=13960=t8ff3q63g	Turner, O. E						1883		1883	1	1		Chicago;O.E. Hammond;1883		Illinois|Stiles, Charles|		Sturla-Stiles tragedy
960	mdp.39015062063014	Lem, StanisÅ‚aw						1973		1973	4	4		New York|Seabury Press|19	Fiction|NotFiction			Memoirs found in a bathtub
961	mdp.39015080841656	Barfield, Owen					1898-1997.	2009		1997	1	1		S.l.|Barfield Press|2009.	Fiction	Spring|Fiction		Eager spring
962	nyp.33433076061971	White, Eliza Orne					1856-1947.	1895		1895	2	2		Boston;New York;Houghton,	Fiction			The coming of Theodora [a novel]
963	uc2.ark+=13960=t1vd71h0r	Andersen, H. C. (Hans Christian)					1805-1875.	1880		1875	1	1		Boston;Houghton, Osgood a		Voyages and travels|Ander		Pictures of travel
964	mdp.39015030727245	Comfort, Alex					1920-2000.	1949		1949	2	2		London|Routledge & Kegan 	Fiction			On this side nothing
965	mdp.39015016441647	Dickens, Charles					1812-1870.	1880		1870	2	2	v.11-12	New York;G. Routledge and	Fiction			Sketches by Boz. Great expectations
966	pst.000020477523	Moore, Robin					1925-2008.	1975		1975	1	1		New York|Pyramid Books|c1	NotFiction			The set up
967	uc1.b4100405	Morley, Christopher					1890-1957.	1925		1925	1	1		Haverford, Pa.|The Haverf	Fiction			Hostages to fortune
968	loc.ark+=13960=t5cc1gw63	Robertson, Donald G., [from old catalog]						1918		1918	1	1		Chicago;D. G. Robertson;c		American wit and humor		War time laughs, verses
969	uc1.$b105956	Waten, Judah L						1954		1954	2	2		Melbourne|Australasian Bo	Fiction|NotFiction			The unbending
970	njp.32101064790742	Stepney, Catherine Pollock Manners, Lady					d. 1845.	1838		1838	3	3	vol.1	London;H. Colburn;1838.	Fiction			The courtier's daughter
971	uiuo.ark+=13960=t09w1328x	Parker, Emma						1813		1813	3	3	v.1	London;Printed for B. and				Aretas
972	nyp.33433076087786	Irving, Washington					1783-1859.	1875		1859	3	2		Philadelphia, London;J.B.	Fiction	Fiction|Catskill Mountain		"The legend of Sleepy Hollow, and The spectre bridegroom. From the ""Sketch book"""
973	mdp.39015000545643	Pettavel, John Paul					1924-	1951		1951	1	1		Aldington|Kent|Hand and F	NotFiction			The good Samaritan, a novel
974	nyp.33433067278386	Redding, Cyrus					1785-1870.	1863		1863	1	1	v. 1	London;Skeet;1863.	NotFiction	Misers		Memoirs of remarkable misers
975	uc1.32106016310473							1996		1996	1	1		Davis, CA|Hi Jinx Press|1	Fiction	Horror tales|Short storie		Life and limb : selected tales of peril, predicament and dire distress
976	nnc1.cu58328041	Pinkerton, Allan					1819-1884.	1881		1881	3	1		New York;G. W. Carleton &	NotFiction	United States|Detectives|		The rail-road forger and the detectives
977	uc1.b4951404	Pinkus, Oscar						1970		1970	1	1		Englewood Cliffs, N.J.|Pr	NotFiction	Pinkus, Oscar		A choice of masks
978	mdp.39015008839428							1970		1970	1	1		Taipei, Taiwan|Mei Ya Pub	UnknownGenre	Short stories, English|Sh		The ivory balls and other stories
979	uc1.$b56306	Austin, F. Britten (Frederick Britten)					1885-1941.	1934		1934	1	1		Philadelphia|J. B. Lippin	NotFiction	Revolutions|History		The red flag
980	nyp.33433082014881	Cooper, James Fenimore					1789-1851.	1855		1851	6	2		London;R. Bentley;1855.	Fiction|NotFiction			Wyandotte : or, the hutted knoll
981	mdp.39015030847498	Baker, Richard Merriam					1896-	1938		1938	1	1		New York|C. Scribner's so	Fiction			Death stops the bells, Franklin Russell's third case
982	nyp.33433075830962	Kock, Paul de					1793-1871.	1833		1833	2	2	v. 2	Philadelphia;Carey, Lea a	Fiction			The modern Cymon
983	nc01.ark+=13960=t28925t0h	Conrad, Joseph					1857-1924.	1904		1904	6	4		New York;McClure, Phillip	Fiction|NotFiction			Romance
984	mdp.39015055937604	Sen, Selina						2007		2007	1	1		New Delhi|India Ink|2007.	Fiction			A mirror greens in spring
985	pst.000063969689	Gray, Patsey						1961		1961	1	1		New York|Coward-McCann|19	NotFiction			Loco, the bronc
986	nyp.33433082546916	Kingston, William Henry Giles					1814-1880.	1869		1869	1	1		Boston;Lee & Shepard;1869	NotFiction			Schoolboy days; or, Ernest Bracebridge
987	njp.32101068164175	Maitland, James A						1853		1853	1	1		New-York;H. Long & Brothe	Fiction			The old doctor: or, Stray leaves from my journal
988	uc1.$b242892	Harriman, John					1904-	1940		1940	1	1		New York|Howell, Soskin &	NotFiction			Winter term
989	njp.32101063579898	Alexander, Louis Charles					1839-	1902		1902	2	2		London;G. Richards;1902.	NotFiction			Book of Ballynoggin
990	wu.89100334630	Kaye-Smith, Sheila					1887-1956.	1940		1940	1	1		New York and London|harpe	NotFiction			Ember lane: a winter's tale
991	uc1.32106019239273	Bryant, Dorothy					1930-	1972		1972	1	1		Philadelphia|Lippincott|1	Fiction	Married women|Fiction|Mid		Ella Price's journal; a novel
992	uc2.ark+=13960=t78s4tc10	Kavanagh, Julia					1824-1877.	1856		1856	2	2		New York;Appleton;1856.				Rachel Gray
993	pst.000021202162							1977		1977	1	1	v.5	Pleasantville, N.Y.|Reade	NotFiction	Condensed books		Reader's digest condensed books : vol. 5, 1977
994	njp.32101067172963	Scott, Walter, Sir					1771-1832.	1819		1819	9	1	v.1	Edinburgh;Printed for Arc	Fiction|NotFiction	English fiction		Waverley
995	wu.89099327637	Robinson, Lewis George					1886-	1936		1936	1	1		New York|G.P. Putnam's So	NotFiction			The General goes too far
996	mdp.39015022217015	Saxton, Alexander						1943		1943	2	2		New York and London|Harpe	Fiction			Grand crossing
997	pst.000007801778	Kramer, Nora						1960		1960	1	1		New York|Random House|c19	NotFiction	Children's stories		The cozy hour storybook
998	umn.31951000955378i	Kummer, Frederic Arnold					1873-1943.	1922		1922	3	3		Garden City, N.Y.;Doubled	NotFiction	Troglodytes|Cave dwellers		The first days of man, as narrated quite simply for young readers
999	uc2.ark+=13960=t7sn03n62	Cupples, George					1822-1891.	1878		1878	4	4		London;Sands;1878	NotFiction			The green hand;
1000	nyp.33433074871272	Duchess					1855?-1897.	1895		1895	1	1		Philadelphia;J.B. Lippinc	Fiction	English fiction		Molly Darling and other stories
1001	uc1.b3332046	Stevenson, Robert Louis					1850-1894.	1894		1894	1	1	v.3	Edinburgh;Printed by T. a	NotFiction			Works
1002	hvd.32044020392411	Hatton, Ann Julia					1764-1838.	1822		1822	4	4	v.3	London;A.K. Newman;1822.	Fiction			Guilty or not guilty, or, A lesson for husbands : a tale
1003	inu.30000120975713	Brown, Christy					1932-1981	1975		1974	3	2		New York|Stein and Day|19	Fiction|UnknownGenre			A shadow on summer
1004	mdp.39015063919321	Harris, Credo Fitch					1874-1956.	1915		1915	2	2		Boston;Small, Maynard & c	Fiction			Sunlight Patch
1005	nyp.33433074942859	Conybeare, William John					1815-1857.	1856		1856	1	1		New York;Wiley & Halsted;	Fiction			Perversion  : or, the causes and consequences of infidelity, a tale for the times
1006	uva.x000427966	Cooper, James Fenimore					1789-1851.	1861		1851	9	4		New York;W.A. Townsend an	NotFiction|War stories|Bi	Delaware Indians|Fiction|		The deerslayer; or, The first war-path. A tale. Illustrated from drawings by F.O.C. Darley
1007	uc1.b189944	Gallenga, Antonio Carlo Napoleone					1810-1895.	1846		1846	3	3	v.1	London;Wiley & Putnam;184				Domestic vicissitudes of Eli Blackgown, D.D. -- Caterina, a tale of the harvest home -- Orazia, a tale of the carnival -- Aurelia, a tale of the university -- Evidence of woman's love -- San NicolÃ² de Bari, a legend of southern Italy
1008	nyp.33433081962080	Wright, Julia McNair					1840-1903.	1872		1872	1	1		Philadelphia;J.P. Skelly 	Juvenile audience|Fiction	Children's stories, Ameri		The cabin in the brush
1009	umn.319510020851165	Fletcher, J. S. (Joseph Smith)					1863-1935.	1923		1923	1	1		New York|Grosset & Dunlap	NotFiction			The lost Mr. Linthwaite
1010	mdp.39015008247432	Boulle, Pierre					1912-1994.	1960		1960	2	2		New York|Vanguard Press|c	Fiction			A noble profession
1011	uc1.$b803582	Winser, David Michael de Reuda					1915-	1943		1943	1	1		London|Eyre & Spottiswood	NotFiction			There was no yesterday
1012	mdp.39015063916723	Eaton, Charlotte A. (Charlotte Anne)					1788-1859.	1826		1826	6	6	v.1	Boston;Wells and Lilly;18	Fiction			Continental adventures. A novel
1013	uc2.ark+=13960=t7tm73t7d	Howitt, William					1792-1879.	1850		1850	1	1		London;H. Colburn;1850.		Natural history|Outdoor b		The year-book of the country; or, The field, the forest, and the fireside
1014	mdp.49015002623982	Welch, Pat					1957-	2001		2001	1	1		Ferndale, Mich.|Bella Boo	Mystery fiction|Fiction	Women detectives|Lesbians		Moving targets : a Helen Black mystery
1015	uc1.$b809214	Hill, George Canning					1825-1898.	1856		1856	2	2		Boston;Higgins & Bradley;	Fiction|NotFiction			Amy Lee; or, Without and within
1016	uc1.$b245304	Landon, Christopher						1954		1954	1	1		London|Heinemann|1954	Fiction	Fiction|World War, 1939-1		A flag in the city
1017	uc1.$b120129	Ford, Jesse Hill						1967		1967	2	2		Boston|Little, Brown|1967	NotFiction			Fishes, birds, and sons of men
1018	mdp.39015069746777	Jennings, Lyle						1976		1976	1	1		Santee, Calif.|Surree Ltd	Fiction	Sexual behavior|Fiction|G		Chicken trainer
1019	njp.32101067629780	Baum, L. Frank (Lyman Frank)					1856-1919.	1911		1911	1	1		Chicago;Reilly & Britton;	Juvenile works|Juvenile a	Sea stories|Magicians|Fan		The sea fairies
1020	wu.89094712767	5th Baron, Rossmore, Derrick Warner William Westenra					1853-	1912		1912	1	1		New York;George H. Doran 	Autobiography|NotFiction	Court and courtiers		Things I can tell
1021	nyp.33433074846431	Curtiss, Philip Everett					1885-1964.	1915		1915	1	1		New York;London;Harper & 	Fiction	American fiction		The ladder : the story of a casual man
1022	nyp.33433075723134	Roche, Regina Maria					1764?-1845.	1810		1810	1	1		Philadelphia;Published by	Fiction	Irish fiction		The houses of Osma and Almeria; or, Convent of St. Ildefonso. A tale
1023	nyp.33433068244239	Norris, Frank					1870-1902.	1906		1902	3	3		New York;Doubleday, Page;	Fiction			The joyous miracle
1024	mdp.39015062585339							2004		2004	1	1	v.2	San Francisco|McAdam/Cage	Fiction	Southern States|Fiction|S		The Alumni Grill : anthology of southern writers
1025	umn.31951002079955l	Ruffini, Giovanni					1807-1881.	1863		1863	2	2		New York;Carleton;London;	NotFiction			Vincenzo, or, Sunken rocks : a novel
1026	pst.000022698933	Kendrick, Baynard Hardwick					1894-	1948		1948	2	2		Garden City, N.Y.|Sun Dia	Fiction|NotFiction			The flames of time
1027	uiuo.ark+=13960=t4th93s6c	Phillips, Samuel					1814-1854.	1844		1844	8	8	v.3	Edinburgh;W. Blackwood;18	Fiction|NotFiction			Caleb Stukely
1028	mdp.39015071555471	Hoover, Bessie Ray					1874-	1922		1922	1	1		Boston;Small, Maynard & c	Fiction	Fiction		Rolling acres
1029	mdp.39015063976412	Wilson, John					1951 Aug. 2-	1822		1822	8	7		Edinburgh;W. Blackwood; [	Fiction|NotFiction	Scottish authors|English 		Lights and shadows of Scottish life : a selection from the papers of the late Arthur Austin
1030	nyp.33433075777098	Ingemann, Bernhard Severin					1789-1862.	1846		1846	1	1		Longon;Bruce and Wyld;184	NotFiction	Erik Menved, 1286-1319|Fi		The childhood of King Erik Menved. An historical romance
1031	nyp.33433074939418	Ayscough, John					1858-1928.	1908		1908	1	1		New York and London;G. P.	Fiction	English fiction		Marotz
1032	mdp.39015012210152	Hilton, James					1900-1954.	1933		1933	2	2		New York|London|Harper & 	Fiction|NotFiction			Was it murder?
1033	uiuo.ark+=13960=t0jt09d3k	Smith, Charlotte Turner					1749-1806.	1821		1806	3	3	v.3	London;Printed for W. Wri				The republican's mistress;
1034	uiuo.ark+=13960=t5r790q9k	Wallace, Ellen						1848		1848	3	3	v.1	London;Bentley;1848.				Mr. Warrenne, the medical practitioner
1035	coo.31924003818675	Frazier, Anitra					1936-	1985		1985	1	1		New York|Beaufort Books|c	NotFiction	Cats|Diseases|Anecdotes		It's a cat's life : true stories with practical help for your cat from birth to old age
1036	inu.30000126685910	Ibezim, Joy Ndidiamaka						2008		2008	1	1		Owerri, Nigeria|Alphabet 	Novel	Youth|Nigeria|Fiction		Chiamaka
1037	uc1.32106019618609	Logan, Eliza						1823		1823	3	3	v.1	Edinburgh;Maclachlan and 	NotFiction	Fiction|Gowrie Conspiracy		Saint Johnstoun; or, John, Earl of Gowrie
1038	mdp.39015017436828	Ari, Mark						1993		1993	1	1		Boston, MA|Zephyr Press|c	Fiction	Fiction|Poland|BaÊ»al Shem		The shoemaker's tale
1039	mdp.39015080874483	Van Name, Mark L						2009		2009	1	1		Riverdale, NY|Baen Pub. E	Fiction|Science fiction	Nanotechnology|Fiction|So		Overthrowing heaven
1040	uc1.$b63289	Bertin, CÃ©lia					1921-	1955		1955	2	2		New York|McGraw-Hill|c195	Fiction|NotFiction			The last innocence
1041	uc1.32106007238014	Conrad, Joseph					1857-1924.	1924		1924	1	1	v.8	Garden City, N.Y.|Doubled	NotFiction			Complete works of Joseph Conrad
1042	mdp.39015067875818	Hereford, Robert A					1902-	1913		1913	1	1		Caldwell, Id.;The Caxton 	UnknownGenre	RoschÃ©, Louis|1852-1937|S		Old Man River, the memories of Captain Louis RoschÃ©, pioneer steamboatman
1043	uc2.ark+=13960=t5h98zs4s	Curwood, James Oliver					1878-1927.	1920		1920	3	3		New York;Grosset and Dunl	Fiction|Photoplay edition			Back to God's country, and other stories
1044	wu.89058111618	Tytler, Sarah					1827-1914.	1883		1883	1	1		New York;Putman;1883	NotFiction	1755-1793|Marie Antoinett		Marie Antoinette;
1045	njp.32101067634244	Hannay, James					1827-1873.	1855		1855	3	3	v.2	London;Hurst;1855.	NotFiction			Eustace Conyers; a novel
1046	mdp.39015010370453	Deighton, Len					1929-	1965		1964	1	1		New York|Putnam|1965, c19	Fiction	1945-1990|Fiction|History		Funeral in Berlin, a novel
1047	nyp.33433075818801	Du Boisgobey, FortunÃ©					1821-1891.	1876		1876	1	1		Philadelphia;Claxton, Rem	Fiction	French fiction		The golden tress
1048	uc1.b3339459	James, G. P. R. (George Payne Rainsford)					1801?-1860.	1844		1844	1	1	v. 1	London;Smith, Elder, and 	Fiction			The works of G.P.R. James, esq
1049	mdp.39015005354504	Cable, George Washington					1844-1925.	1889		1889	4	3		New York;C. Scribner's so	Fiction|NotFiction	Civil War, 1861-1865|Fict		Strange true stories of Louisiana
1050	inu.30000000957484	Achebe, Chinelo						1988		1988	1	1		Ibadan|Heinemann Educatio	Fiction			The last laugh and other stories
1051	nyp.33433076023427	Hodges, Sydney						1876		1876	1	1		Philadelphia;J.B. Lippinc	Fiction	American fiction		A new Godiva
1052	nyp.33433074938121	Lytton, Rosina Bulwer Lytton, Baroness					1802-1882.	1839		1839	6	6	v. 1	New York;Harper & Bros.;1	Fiction	Fiction|Lytton, Edward Bu		Cheveley : or, The man of honour
1053	nyp.33433076069917	Lathrop, William Addison						1919		1919	1	1		New York;A.L. Burt Compan	NotFiction			Love time in Picardy
1054	wu.89089202519	Prydz, Alvilde					1848-1922.	1920		1920	1	1		S.l.|s.n.|192-].	NotFiction			The children of HaeroÌˆ
1055	mdp.39015018889785	Francis, Dick						1990		1990	1	1		London|Michael Joseph|199	Fiction			Longshot
1056	mdp.39015000540891	Pacey, Desmond					1917-1975.	1958		1958	1	1		Toronto|Ryerson Press|195	Fiction			The picnic, and other stories
1057	wu.89015458359							1923		1923	1	1	11	New York|Current Literatu	Fiction	French fiction|English fi		The French immortals
1058	nyp.33433076038847	Sinclair, B. M					1874-1940.	1918		1918	1	1		Boston;Little, Brown, and	Fiction			Skyrider
